transaction_id,date,season,asset_type,player_id,player_name,from_team_id,from_team_name,to_team_id,to_team_name,notes
2014-1441,2013-07-10,2013-14,pick,,,,Golden State Warriors,,Utah Jazz,2016 2nd round pick (GOS own)
2014-1441,2013-07-10,2013-14,pick,,,,Golden State Warriors,,Utah Jazz,2017 1st round pick (GOS own)
2014-1441,2013-07-10,2013-14,pick,,,,Golden State Warriors,,Utah Jazz,2017 2nd round pick (GOS own)
2014-1441,2013-07-10,2013-14,pick,,,,Denver Nuggets,,Utah Jazz,2018 2nd round pick (DEN own)
2014-1441,2013-07-10,2013-14,trade_exception,,,,,,Denver Nuggets,trade exception
2014-1441,2013-07-10,2013-14,cash,,,,Golden State Warriors,,,cash
2014-1441,2013-07-10,2013-14,trade_exception,,,,,,Golden State Warriors,trade exception
2014-1441,2013-07-10,2013-14,cash,,,,,,Utah Jazz,cash
2014-1445,2013-07-10,2013-14,player,1615,Jrue Holiday,,Philadelphia Sixers,,New Orleans Pelicans,
2014-1445,2013-07-10,2013-14,draft_rights,28285,Pierre Jackson,,Philadelphia Sixers,,New Orleans Pelicans,
2014-1445,2013-07-10,2013-14,draft_rights,24303,Nerlens Noel,,New Orleans Pelicans,,Philadelphia Sixers,
2014-1445,2013-07-10,2013-14,pick,,,,New Orleans Pelicans,,Philadelphia Sixers,conditional 2014 1st round pick (NOP own)
2014-1445,2013-07-10,2013-14,trade_exception,,,,New Orleans Pelicans,,Philadelphia Sixers,trade exception
2014-1446,2013-07-10,2013-14,player,2383,Thomas Robinson,,Houston Rockets,,Portland Trail Blazers,
2014-1446,2013-07-10,2013-14,draft_rights,25005,Kostas Papanikolaou,,Portland Trail Blazers,,Houston Rockets,
2014-1446,2013-07-10,2013-14,draft_rights,25929,Marko Todorovic,,Portland Trail Blazers,,Houston Rockets,
2014-1446,2013-07-10,2013-14,pick,,,,Portland Trail Blazers,,Houston Rockets,Least Favorable 2015 2nd round pick
2014-1446,2013-07-10,2013-14,pick,,,,Portland Trail Blazers,,Houston Rockets,2017 2nd round pick (POR own)
2015-0014,2015-06-30,2014-15,draft_rights,2427,Tomislav Zubcic,,Toronto Raptors,,Oklahoma City Thunder,
2015-0014,2015-06-30,2014-15,player,284,Luke Ridnour,,Oklahoma City Thunder,,Toronto Raptors,
2015-0014,2015-06-30,2014-15,cash,,,,Oklahoma City Thunder,,Toronto Raptors,cash
2015-0014,2015-06-30,2014-15,trade_exception,,,,Toronto Raptors,,Oklahoma City Thunder,trade exception
2015-0034,2015-06-26,2014-15,draft_rights,25833,Daniel Diez,,Utah Jazz,,Portland Trail Blazers,
2015-0034,2015-06-26,2014-15,cash,,,,Portland Trail Blazers,,Utah Jazz,cash
2015-0035,2015-06-26,2014-15,draft_rights,24160,Branden Dawson,,New Orleans Pelicans,,Los Angeles Clippers,
2015-0035,2015-06-26,2014-15,cash,,,,Los Angeles Clippers,,New Orleans Pelicans,cash
2015-0036,2015-06-26,2014-15,draft_rights,37870,Willy Hernangomez,,Philadelphia Sixers,,New York Knicks,
2015-0036,2015-06-26,2014-15,pick,,,,New York Knicks,,Philadelphia Sixers,2020 2nd round pick (NYK own)
2015-0036,2015-06-26,2014-15,pick,,,,New York Knicks,,Philadelphia Sixers,2021 2nd round pick (NYK own)
2015-0036,2015-06-26,2014-15,cash,,,,New York Knicks,,Philadelphia Sixers,cash
2015-0037,2015-06-26,2014-15,player,4000,Jon Leuer,,Memphis Grizzlies,,Phoenix Suns,
2015-0037,2015-06-26,2014-15,draft_rights,24306,Andrew Harrison,,Phoenix Suns,,Memphis Grizzlies,
2015-0037,2015-06-26,2014-15,trade_exception,,,,Phoenix Suns,,Memphis Grizzlies,trade exception
2015-0038,2015-06-26,2014-15,player,471,Steve Blake,,Portland Trail Blazers,,Brooklyn Nets,
2015-0038,2015-06-26,2014-15,draft_rights,24675,Rondae Hollis-Jefferson,,Portland Trail Blazers,,Brooklyn Nets,
2015-0038,2015-06-26,2014-15,player,2214,Mason Plumlee,,Brooklyn Nets,,Portland Trail Blazers,
2015-0038,2015-06-26,2014-15,draft_rights,24234,Pat Connaughton,,Brooklyn Nets,,Portland Trail Blazers,
2015-0038,2015-06-26,2014-15,trade_exception,,,,Portland Trail Blazers,,Brooklyn Nets,trade exception
2015-0038,2015-06-26,2014-15,trade_exception,,,,Brooklyn Nets,,Portland Trail Blazers,trade exception
2015-0039,2015-06-26,2014-15,draft_rights,9389,Jerian Grant,,Atlanta Hawks,,New York Knicks,
2015-0039,2015-06-26,2014-15,trade_exception,,,,Atlanta Hawks,,New York Knicks,trade exception
2015-0040,2015-06-26,2014-15,draft_rights,41359,Juan Vaulet,,Charlotte Hornets,,Brooklyn Nets,
2015-0040,2015-06-26,2014-15,pick,,,,Brooklyn Nets,,Charlotte Hornets,Least Favorable 2018 2nd round pick
2015-0040,2015-06-26,2014-15,pick,,,,Brooklyn Nets,,Charlotte Hornets,2019 2nd round pick (BRK own)
2015-0040,2015-06-26,2014-15,cash,,,,Brooklyn Nets,,Charlotte Hornets,cash
2015-0041,2015-06-26,2014-15,player,2327,Greivis Vasquez,,Toronto Raptors,,Milwaukee Bucks,
2015-0041,2015-06-26,2014-15,draft_rights,24195,Norman Powell,,Milwaukee Bucks,,Toronto Raptors,
2015-0041,2015-06-26,2014-15,pick,,,,Milwaukee Bucks,,Toronto Raptors,conditional 2017 1st round pick (LAC own)
2015-0041,2015-06-26,2014-15,trade_exception,,,,Milwaukee Bucks,,Toronto Raptors,trade exception
2015-0042,2015-06-26,2014-15,draft_rights,26752,Tyus Jones,,Cleveland Cavaliers,,Minnesota Timberwolves,
2015-0042,2015-06-26,2014-15,draft_rights,24156,Rakeem Christmas,,Minnesota Timberwolves,,Cleveland Cavaliers,
2015-0042,2015-06-26,2014-15,draft_rights,27813,Cedi Osman,,Minnesota Timberwolves,,Cleveland Cavaliers,
2015-0042,2015-06-26,2014-15,pick,,,,Minnesota Timberwolves,,Cleveland Cavaliers,2019 2nd round pick (MIN own)
2015-0043,2015-06-26,2014-15,draft_rights,9389,Jerian Grant,,Washington Wizards,,Atlanta Hawks,
2015-0043,2015-06-26,2014-15,pick,,,,Washington Wizards,,Atlanta Hawks,2016 2nd round pick (WAS own)
2015-0043,2015-06-26,2014-15,pick,,,,Washington Wizards,,Atlanta Hawks,2019 2nd round pick (WAS own)
2015-0044,2015-06-26,2014-15,player,284,Luke Ridnour,,Charlotte Hornets,,Oklahoma City Thunder,
2015-0044,2015-06-26,2014-15,pick,,,,Charlotte Hornets,,Oklahoma City Thunder,conditional 2016 2nd round pick (CHA own)
2015-0044,2015-06-26,2014-15,player,22394,Jeremy Lamb,,Oklahoma City Thunder,,Charlotte Hornets,
2015-0044,2015-06-26,2014-15,trade_exception,,,,Oklahoma City Thunder,,Charlotte Hornets,trade exception
2015-0045,2015-06-26,2014-15,player,505,Matt Barnes,,Charlotte Hornets,,Memphis Grizzlies,
2015-0045,2015-06-26,2014-15,player,284,Luke Ridnour,,Memphis Grizzlies,,Charlotte Hornets,
2015-0045,2015-06-26,2014-15,trade_exception,,,,Memphis Grizzlies,,Charlotte Hornets,trade exception
2015-0049,2015-06-24,2014-15,draft_rights,24824,Janis Timma,,Memphis Grizzlies,,Orlando Magic,
2015-0049,2015-06-24,2014-15,player,284,Luke Ridnour,,Orlando Magic,,Memphis Grizzlies,
2015-0050,2015-06-24,2014-15,player,782,Nicolas Batum,,Portland Trail Blazers,,Charlotte Hornets,
2015-0050,2015-06-24,2014-15,player,1606,Gerald Henderson,,Charlotte Hornets,,Portland Trail Blazers,
2015-0050,2015-06-24,2014-15,player,24323,Noah Vonleh,,Charlotte Hornets,,Portland Trail Blazers,
2015-0050,2015-06-24,2014-15,trade_exception,,,,Charlotte Hornets,,Portland Trail Blazers,trade exception
2015-0060,2015-06-15,2014-15,player,2196,Lance Stephenson,,Charlotte Hornets,,Los Angeles Clippers,
2015-0060,2015-06-15,2014-15,player,505,Matt Barnes,,Los Angeles Clippers,,Charlotte Hornets,
2015-0060,2015-06-15,2014-15,player,370,Spencer Hawes,,Los Angeles Clippers,,Charlotte Hornets,
2015-0062,2015-06-11,2014-15,player,128,Ersan Ilyasova,,Milwaukee Bucks,,Detroit Pistons,
2015-0062,2015-06-11,2014-15,player,218,Caron Butler,,Detroit Pistons,,Milwaukee Bucks,
2015-0062,2015-06-11,2014-15,player,90,Shawne Williams,,Detroit Pistons,,Milwaukee Bucks,
2015-0307,2015-02-20,2014-15,player,3771,Reggie Jackson,,Oklahoma City Thunder,,Detroit Pistons,
2015-0307,2015-02-20,2014-15,player,24246,Grant Jerrett,,Oklahoma City Thunder,,Utah Jazz,
2015-0307,2015-02-20,2014-15,player,464,Kendrick Perkins,,Oklahoma City Thunder,,Utah Jazz,
2015-0307,2015-02-20,2014-15,draft_rights,8219,Tibor Pleiss,,Oklahoma City Thunder,,Utah Jazz,
2015-0307,2015-02-20,2014-15,pick,,,,Detroit Pistons,,Utah Jazz,2017 2nd round pick (DET own)
2015-0307,2015-02-20,2014-15,pick,,,,Oklahoma City Thunder,,Utah Jazz,conditional 2018 1st round pick (OKC own)
2015-0307,2015-02-20,2014-15,player,764,D.J. Augustin,,Detroit Pistons,,Oklahoma City Thunder,
2015-0307,2015-02-20,2014-15,player,2151,Kyle Singler,,Detroit Pistons,,Oklahoma City Thunder,
2015-0307,2015-02-20,2014-15,player,9273,Enes Freedom,,Utah Jazz,,Oklahoma City Thunder,
2015-0307,2015-02-20,2014-15,player,97,Steve Novak,,Utah Jazz,,Oklahoma City Thunder,
2015-0307,2015-02-20,2014-15,pick,,,,Detroit Pistons,,Oklahoma City Thunder,2019 2nd round pick (DET own)
2015-0307,2015-02-20,2014-15,trade_exception,,,,,,Detroit Pistons,trade exception
2015-0307,2015-02-20,2014-15,trade_exception,,,,,,Oklahoma City Thunder,trade exception
2015-0308,2015-02-20,2014-15,player,28823,K.J. McDaniels,,Philadelphia Sixers,,Houston Rockets,
2015-0308,2015-02-20,2014-15,player,12049,Isaiah Canaan,,Houston Rockets,,Philadelphia Sixers,
2015-0308,2015-02-20,2014-15,pick,,,,Houston Rockets,,Philadelphia Sixers,Least Favorable 2015 2nd round pick
2015-0308,2015-02-20,2014-15,trade_exception,,,,Philadelphia Sixers,,Houston Rockets,trade exception
2015-0311,2015-02-20,2014-15,player,2890,Pablo Prigioni,,New York Knicks,,Houston Rockets,
2015-0311,2015-02-20,2014-15,player,2320,Alexey Shved,,Houston Rockets,,New York Knicks,
2015-0311,2015-02-20,2014-15,pick,,,,Houston Rockets,,New York Knicks,2017 2nd round pick (HOU own)
2015-0311,2015-02-20,2014-15,pick,,,,Houston Rockets,,New York Knicks,2019 2nd round pick (HOU own)
2015-0311,2015-02-20,2014-15,trade_exception,,,,New York Knicks,,Houston Rockets,trade exception
2015-0311,2015-02-20,2014-15,trade_exception,,,,Houston Rockets,,New York Knicks,trade exception
2015-0312,2015-02-20,2014-15,player,812,Goran Dragic,,Phoenix Suns,,Miami Heat,
2015-0312,2015-02-20,2014-15,player,24599,Zoran Dragic,,Phoenix Suns,,Miami Heat,
2015-0312,2015-02-20,2014-15,player,15435,Norris Cole,,Miami Heat,,New Orleans Pelicans,
2015-0312,2015-02-20,2014-15,player,9475,Justin Hamilton,,Miami Heat,,New Orleans Pelicans,
2015-0312,2015-02-20,2014-15,player,90,Shawne Williams,,Miami Heat,,New Orleans Pelicans,
2015-0312,2015-02-20,2014-15,player,242,Danny Granger,,Miami Heat,,Phoenix Suns,
2015-0312,2015-02-20,2014-15,player,441,John Salmons,,New Orleans Pelicans,,Phoenix Suns,
2015-0312,2015-02-20,2014-15,pick,,,,Miami Heat,,Phoenix Suns,conditional 2018 1st round pick (MIA own)
2015-0312,2015-02-20,2014-15,pick,,,,Miami Heat,,Phoenix Suns,2021 1st round pick (MIA own)
2015-0312,2015-02-20,2014-15,cash,,,,Miami Heat,,,cash
2015-0312,2015-02-20,2014-15,cash,,,,,,New Orleans Pelicans,cash
2015-0312,2015-02-20,2014-15,cash,,,,,,Phoenix Suns,cash
2015-0312,2015-02-20,2014-15,trade_exception,,,,,,Phoenix Suns,trade exception
2015-0313,2015-02-20,2014-15,player,1634,Marcus Thornton,,Boston Celtics,,Phoenix Suns,
2015-0313,2015-02-20,2014-15,pick,,,,Boston Celtics,,Phoenix Suns,conditional 2016 1st round pick (CLE own)
2015-0313,2015-02-20,2014-15,player,4711,Isaiah Thomas,,Phoenix Suns,,Boston Celtics,
2015-0313,2015-02-20,2014-15,trade_exception,,,,Phoenix Suns,,Boston Celtics,trade exception
2015-0314,2015-02-20,2014-15,pick,,,,Phoenix Suns,,Philadelphia Sixers,conditional 2015 1st round pick (LAL own)
2015-0314,2015-02-20,2014-15,player,2258,Brandon Knight,,Milwaukee Bucks,,Phoenix Suns,
2015-0314,2015-02-20,2014-15,player,7113,Kendall Marshall,,Milwaukee Bucks,,Phoenix Suns,
2015-0314,2015-02-20,2014-15,player,24158,Michael Carter-Williams,,Philadelphia Sixers,,Milwaukee Bucks,
2015-0314,2015-02-20,2014-15,player,27049,Tyler Ennis,,Phoenix Suns,,Milwaukee Bucks,
2015-0314,2015-02-20,2014-15,player,3654,Miles Plumlee,,Phoenix Suns,,Milwaukee Bucks,
2015-0317,2015-02-20,2014-15,pick,,,,New Orleans Pelicans,,Oklahoma City Thunder,conditional 2016 2nd round pick (SAC own)
2015-0317,2015-02-20,2014-15,player,3665,Ish Smith,,Oklahoma City Thunder,,New Orleans Pelicans,
2015-0317,2015-02-20,2014-15,draft_rights,8220,Latavious Williams,,Oklahoma City Thunder,,New Orleans Pelicans,
2015-0317,2015-02-20,2014-15,pick,,,,Oklahoma City Thunder,,New Orleans Pelicans,conditional 2015 2nd round pick (PHL own)
2015-0317,2015-02-20,2014-15,cash,,,,Oklahoma City Thunder,,New Orleans Pelicans,cash
2015-0317,2015-02-20,2014-15,trade_exception,,,,New Orleans Pelicans,,Oklahoma City Thunder,trade exception
2015-0319,2015-02-20,2014-15,player,644,Kevin Garnett,,Brooklyn Nets,,Minnesota Timberwolves,
2015-0319,2015-02-20,2014-15,player,41,Thaddeus Young,,Minnesota Timberwolves,,Brooklyn Nets,
2015-0319,2015-02-20,2014-15,trade_exception,,,,Minnesota Timberwolves,,Brooklyn Nets,trade exception
2015-0320,2015-02-20,2014-15,player,54,Arron Afflalo,,Denver Nuggets,,Portland Trail Blazers,
2015-0320,2015-02-20,2014-15,player,1657,Alonzo Gee,,Denver Nuggets,,Portland Trail Blazers,
2015-0320,2015-02-20,2014-15,player,9269,Will Barton,,Portland Trail Blazers,,Denver Nuggets,
2015-0320,2015-02-20,2014-15,player,1628,Victor Claver,,Portland Trail Blazers,,Denver Nuggets,
2015-0320,2015-02-20,2014-15,player,2383,Thomas Robinson,,Portland Trail Blazers,,Denver Nuggets,
2015-0320,2015-02-20,2014-15,pick,,,,Portland Trail Blazers,,Denver Nuggets,conditional 2016 1st round pick (POR own)
2015-0320,2015-02-20,2014-15,trade_exception,,,,Portland Trail Blazers,,Denver Nuggets,trade exception
2015-0321,2015-02-20,2014-15,draft_rights,157,Cenk Akyol,,Philadelphia Sixers,,Denver Nuggets,
2015-0321,2015-02-20,2014-15,player,773,JaVale McGee,,Denver Nuggets,,Philadelphia Sixers,
2015-0321,2015-02-20,2014-15,draft_rights,24596,Chu Maduabum,,Denver Nuggets,,Philadelphia Sixers,
2015-0321,2015-02-20,2014-15,pick,,,,Denver Nuggets,,Philadelphia Sixers,conditional 2015 1st round pick (OKC own)
2015-0321,2015-02-20,2014-15,trade_exception,,,,Philadelphia Sixers,,Denver Nuggets,trade exception
2015-0322,2015-02-20,2014-15,player,14,Ramon Sessions,,Sacramento Kings,,Washington Wizards,
2015-0322,2015-02-20,2014-15,player,545,Andre Miller,,Washington Wizards,,Sacramento Kings,
2015-0322,2015-02-20,2014-15,cash,,,,Washington Wizards,,Sacramento Kings,cash
2015-0322,2015-02-20,2014-15,trade_exception,,,,Sacramento Kings,,Washington Wizards,trade exception
2015-0322,2015-02-20,2014-15,trade_exception,,,,Washington Wizards,,Sacramento Kings,trade exception
2015-0323,2015-02-20,2014-15,player,202,Tayshaun Prince,,Boston Celtics,,Detroit Pistons,
2015-0323,2015-02-20,2014-15,player,2436,Gigi Datome,,Detroit Pistons,,Boston Celtics,
2015-0323,2015-02-20,2014-15,player,1623,Jonas Jerebko,,Detroit Pistons,,Boston Celtics,
2015-0323,2015-02-20,2014-15,trade_exception,,,,Detroit Pistons,,Boston Celtics,trade exception
2015-0352,2015-02-10,2014-15,pick,,,,Minnesota Timberwolves,,Atlanta Hawks,conditional 2018 1st round pick (MIN own)
2015-0352,2015-02-10,2014-15,player,9303,Adreian Payne,,Atlanta Hawks,,Minnesota Timberwolves,
2015-0353,2015-02-10,2014-15,player,10568,Gary Neal,,Charlotte Hornets,,Minnesota Timberwolves,
2015-0353,2015-02-10,2014-15,pick,,,,Charlotte Hornets,,Minnesota Timberwolves,2019 2nd round pick (MIA own)
2015-0353,2015-02-10,2014-15,player,18948,Troy Daniels,,Minnesota Timberwolves,,Charlotte Hornets,
2015-0353,2015-02-10,2014-15,player,228,Mo Williams,,Minnesota Timberwolves,,Charlotte Hornets,
2015-0353,2015-02-10,2014-15,cash,,,,Minnesota Timberwolves,,Charlotte Hornets,cash
2015-0353,2015-02-10,2014-15,trade_exception,,,,Charlotte Hornets,,Minnesota Timberwolves,trade exception
2015-0523,2015-01-15,2014-15,player,9291,Austin Rivers,,Boston Celtics,,Los Angeles Clippers,
2015-0523,2015-01-15,2014-15,player,7120,Reggie Bullock,,Los Angeles Clippers,,Phoenix Suns,
2015-0523,2015-01-15,2014-15,player,800,Chris Douglas-Roberts,,Los Angeles Clippers,,Boston Celtics,
2015-0523,2015-01-15,2014-15,player,877,Shavlik Randolph,,Phoenix Suns,,Boston Celtics,
2015-0523,2015-01-15,2014-15,pick,,,,Los Angeles Clippers,,Boston Celtics,2017 2nd round pick (LAC own)
2015-0523,2015-01-15,2014-15,trade_exception,,,,,,Boston Celtics,trade exception
2015-0534,2015-01-13,2014-15,player,388,Jameer Nelson,,Boston Celtics,,Denver Nuggets,
2015-0534,2015-01-13,2014-15,player,161,Nate Robinson,,Denver Nuggets,,Boston Celtics,
2015-0534,2015-01-13,2014-15,trade_exception,,,,Denver Nuggets,,Boston Celtics,trade exception
2015-0537,2015-01-12,2014-15,player,2317,Quincy Pondexter,,Memphis Grizzlies,,New Orleans Pelicans,
2015-0537,2015-01-12,2014-15,pick,,,,Memphis Grizzlies,,New Orleans Pelicans,2015 2nd round pick (MEM own)
2015-0537,2015-01-12,2014-15,player,22406,Russ Smith,,New Orleans Pelicans,,Memphis Grizzlies,
2015-0537,2015-01-12,2014-15,player,37,Jeff Green,,Boston Celtics,,Memphis Grizzlies,
2015-0537,2015-01-12,2014-15,player,9291,Austin Rivers,,New Orleans Pelicans,,Boston Celtics,
2015-0537,2015-01-12,2014-15,player,202,Tayshaun Prince,,Memphis Grizzlies,,Boston Celtics,
2015-0537,2015-01-12,2014-15,pick,,,,Memphis Grizzlies,,Boston Celtics,conditional 2019 1st round pick (MEM own)
2015-0537,2015-01-12,2014-15,trade_exception,,,,,,New Orleans Pelicans,trade exception
2015-0537,2015-01-12,2014-15,cash,,,,Memphis Grizzlies,,,cash
2015-0537,2015-01-12,2014-15,trade_exception,,,,,,Memphis Grizzlies,trade exception
2015-0537,2015-01-12,2014-15,cash,,,,,,Boston Celtics,cash
2015-0550,2015-01-09,2014-15,player,45,Brandan Wright,,Boston Celtics,,Phoenix Suns,
2015-0550,2015-01-09,2014-15,pick,,,,Phoenix Suns,,Boston Celtics,conditional 2013 1st round pick (MIN own)
2015-0550,2015-01-09,2014-15,trade_exception,,,,Phoenix Suns,,Boston Celtics,trade exception
2015-0577,2015-01-07,2014-15,draft_rights,404,Sergei Lishouk,,Philadelphia Sixers,,Los Angeles Clippers,
2015-0577,2015-01-07,2014-15,player,6804,Jared Cunningham,,Los Angeles Clippers,,Philadelphia Sixers,
2015-0577,2015-01-07,2014-15,draft_rights,157,Cenk Akyol,,Los Angeles Clippers,,Philadelphia Sixers,
2015-0577,2015-01-07,2014-15,cash,,,,Los Angeles Clippers,,Philadelphia Sixers,cash
2015-0577,2015-01-07,2014-15,trade_exception,,,,Philadelphia Sixers,,Los Angeles Clippers,trade exception
2015-0582,2015-01-07,2014-15,player,11008,Timofey Mozgov,,Denver Nuggets,,Cleveland Cavaliers,
2015-0582,2015-01-07,2014-15,pick,,,,Denver Nuggets,,Cleveland Cavaliers,Least Favorable 2015 2nd round pick
2015-0582,2015-01-07,2014-15,pick,,,,Cleveland Cavaliers,,Denver Nuggets,conditional 2015 1st round pick (OKC own)
2015-0582,2015-01-07,2014-15,pick,,,,Cleveland Cavaliers,,Denver Nuggets,conditional 2015 1st round pick (MEM own)
2015-0582,2015-01-07,2014-15,trade_exception,,,,Cleveland Cavaliers,,Denver Nuggets,trade exception
2015-0590,2015-01-05,2014-15,player,9280,Dion Waiters,,Cleveland Cavaliers,,Oklahoma City Thunder,
2015-0590,2015-01-05,2014-15,player,2183,Iman Shumpert,,New York Knicks,,Cleveland Cavaliers,
2015-0590,2015-01-05,2014-15,player,386,J.R. Smith,,New York Knicks,,Cleveland Cavaliers,
2015-0590,2015-01-05,2014-15,pick,,,,Oklahoma City Thunder,,Cleveland Cavaliers,conditional 2015 1st round pick (OKC own)
2015-0590,2015-01-05,2014-15,player,1948,Lance Thomas,,Oklahoma City Thunder,,New York Knicks,
2015-0590,2015-01-05,2014-15,player,868,Lou Amundson,,Cleveland Cavaliers,,New York Knicks,
2015-0590,2015-01-05,2014-15,player,9391,Alex Kirk,,Cleveland Cavaliers,,New York Knicks,
2015-0590,2015-01-05,2014-15,pick,,,,Cleveland Cavaliers,,New York Knicks,2019 2nd round pick (CLE own)
2015-0590,2015-01-05,2014-15,trade_exception,,,,,,Oklahoma City Thunder,trade exception
2015-0590,2015-01-05,2014-15,trade_exception,,,,Oklahoma City Thunder,,,trade exception
2015-0590,2015-01-05,2014-15,trade_exception,,,,,,New York Knicks,trade exception
2015-0640,2014-12-24,2014-15,player,9338,Tony Mitchell,,Detroit Pistons,,Phoenix Suns,
2015-0640,2014-12-24,2014-15,player,328,Anthony Tolliver,,Phoenix Suns,,Detroit Pistons,
2015-0667,2014-12-19,2014-15,player,130,Ronny Turiaf,,Minnesota Timberwolves,,Philadelphia Sixers,
2015-0667,2014-12-19,2014-15,draft_rights,404,Sergei Lishouk,,Houston Rockets,,Philadelphia Sixers,
2015-0667,2014-12-19,2014-15,pick,,,,Houston Rockets,,Philadelphia Sixers,2015 2nd round pick (HOU own)
2015-0667,2014-12-19,2014-15,player,2320,Alexey Shved,,Philadelphia Sixers,,Houston Rockets,
2015-0667,2014-12-19,2014-15,player,43,Corey Brewer,,Minnesota Timberwolves,,Houston Rockets,
2015-0667,2014-12-19,2014-15,player,18948,Troy Daniels,,Houston Rockets,,Minnesota Timberwolves,
2015-0667,2014-12-19,2014-15,pick,,,,Houston Rockets,,Minnesota Timberwolves,conditional 2016 2nd round pick (HOU own)
2015-0667,2014-12-19,2014-15,pick,,,,Houston Rockets,,Minnesota Timberwolves,conditional 2015 2nd round pick (SAC own)
2015-0667,2014-12-19,2014-15,cash,,,,Houston Rockets,,,cash
2015-0667,2014-12-19,2014-15,trade_exception,,,,,,Houston Rockets,trade exception
2015-0667,2014-12-19,2014-15,trade_exception,,,,Houston Rockets,,,trade exception
2015-0667,2014-12-19,2014-15,cash,,,,,,Minnesota Timberwolves,cash
2015-0667,2014-12-19,2014-15,trade_exception,,,,,,Minnesota Timberwolves,trade exception
2015-0673,2014-12-18,2014-15,player,9346,Dwight Powell,,Boston Celtics,,Dallas Mavericks,
2015-0673,2014-12-18,2014-15,player,93,Rajon Rondo,,Boston Celtics,,Dallas Mavericks,
2015-0673,2014-12-18,2014-15,player,22407,Jae Crowder,,Dallas Mavericks,,Boston Celtics,
2015-0673,2014-12-18,2014-15,player,388,Jameer Nelson,,Dallas Mavericks,,Boston Celtics,
2015-0673,2014-12-18,2014-15,player,45,Brandan Wright,,Dallas Mavericks,,Boston Celtics,
2015-0673,2014-12-18,2014-15,pick,,,,Dallas Mavericks,,Boston Celtics,conditional 2015 1st round pick (DAL own)
2015-0673,2014-12-18,2014-15,pick,,,,Dallas Mavericks,,Boston Celtics,More Favorable 2016 2nd round pick
2015-0673,2014-12-18,2014-15,trade_exception,,,,Dallas Mavericks,,Boston Celtics,trade exception
2015-0704,2014-12-11,2014-15,player,9749,Brandon Davies,,Philadelphia Sixers,,Brooklyn Nets,
2015-0704,2014-12-11,2014-15,player,6724,Jorge Gutierrez,,Brooklyn Nets,,Philadelphia Sixers,
2015-0704,2014-12-11,2014-15,player,551,Andrei Kirilenko,,Brooklyn Nets,,Philadelphia Sixers,
2015-0704,2014-12-11,2014-15,pick,,,,Brooklyn Nets,,Philadelphia Sixers,Swap 2018 2nd round picks
2015-0704,2014-12-11,2014-15,pick,,,,Brooklyn Nets,,Philadelphia Sixers,2020 2nd round pick (BRK own)
2015-0704,2014-12-11,2014-15,cash,,,,Brooklyn Nets,,Philadelphia Sixers,cash
2015-0704,2014-12-11,2014-15,trade_exception,,,,Philadelphia Sixers,,Brooklyn Nets,trade exception
2015-0907,2014-10-27,2014-15,player,8265,Arnett Moultrie,,Philadelphia Sixers,,New York Knicks,
2015-0907,2014-10-27,2014-15,player,461,Travis Outlaw,,New York Knicks,,Philadelphia Sixers,
2015-0907,2014-10-27,2014-15,pick,,,,New York Knicks,,Philadelphia Sixers,Swap 2018 2nd round picks
2015-0907,2014-10-27,2014-15,pick,,,,New York Knicks,,Philadelphia Sixers,2019 2nd round pick (NYK own)
2015-0907,2014-10-27,2014-15,trade_exception,,,,Philadelphia Sixers,,New York Knicks,trade exception
2015-1058,2014-10-24,2014-15,player,9305,Marquis Teague,,Brooklyn Nets,,Philadelphia Sixers,
2015-1058,2014-10-24,2014-15,player,16617,Casper Ware,,Philadelphia Sixers,,Brooklyn Nets,
2015-1058,2014-10-24,2014-15,pick,,,,Philadelphia Sixers,,Brooklyn Nets,Swap 2019 2nd round picks
2015-1058,2014-10-24,2014-15,trade_exception,,,,Philadelphia Sixers,,Brooklyn Nets,trade exception
2015-1139,2014-10-17,2014-15,player,789,Joel Anthony,,Boston Celtics,,Detroit Pistons,
2015-1139,2014-10-17,2014-15,player,844,Will Bynum,,Detroit Pistons,,Boston Celtics,
2015-1139,2014-10-17,2014-15,trade_exception,,,,Detroit Pistons,,Boston Celtics,trade exception
2015-1222,2014-09-27,2014-15,pick,,,,Philadelphia Sixers,,Cleveland Cavaliers,conditional 2015 2nd round pick (PHL own)
2015-1222,2014-09-27,2014-15,player,475,Keith Bogans,,Cleveland Cavaliers,,Philadelphia Sixers,
2015-1222,2014-09-27,2014-15,pick,,,,Cleveland Cavaliers,,Philadelphia Sixers,2018 2nd round pick (CLE own)
2015-1222,2014-09-27,2014-15,trade_exception,,,,Philadelphia Sixers,,Cleveland Cavaliers,trade exception
2015-1242,2014-09-25,2014-15,player,475,Keith Bogans,,Boston Celtics,,Cleveland Cavaliers,
2015-1242,2014-09-25,2014-15,pick,,,,Boston Celtics,,Cleveland Cavaliers,conditional 2017 2nd round pick (SAC own)
2015-1242,2014-09-25,2014-15,pick,,,,Boston Celtics,,Cleveland Cavaliers,conditional 2015 2nd round pick (SAC own)
2015-1242,2014-09-25,2014-15,player,361,John Lucas,,Cleveland Cavaliers,,Boston Celtics,
2015-1242,2014-09-25,2014-15,player,2384,Erik Murphy,,Cleveland Cavaliers,,Boston Celtics,
2015-1242,2014-09-25,2014-15,player,9346,Dwight Powell,,Cleveland Cavaliers,,Boston Celtics,
